0.00.037.047 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.038.853 W srv  llama_server: -----------------
0.00.038.855 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.038.856 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.038.856 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.038.856 W srv  llama_server: -----------------
0.00.040.850 I srv    load_model: loading model 'models/rival/Qwen3.5-35B-A3B-UD-IQ3_S.gguf'
0.05.978.701 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.998.934 I srv  llama_server: model loaded
0.05.998.937 I srv  llama_server: listening on http://127.0.0.1:8087
0.10.259.454 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
14.31.346.481 I slot launch_slot_: id  0 | task 36467 | processing task, is_child = 0
14.31.346.512 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 265.095 MiB)
14.31.716.761 I slot print_timing: id  0 | task 36467 | prompt eval time =     330.75 ms /   106 tokens (    3.12 ms per token,   320.49 tokens per second)
14.31.716.771 I slot print_timing: id  0 | task 36467 |        eval time =      29.62 ms /     2 tokens (   14.81 ms per token,    67.52 tokens per second)
14.31.716.773 I slot print_timing: id  0 | task 36467 |       total time =     360.37 ms /   108 tokens
14.31.716.774 I slot print_timing: id  0 | task 36467 |    graphs reused =      35656
14.31.716.797 I slot      release: id  0 | task 36467 | stop processing: n_tokens = 107, truncated = 0
14.31.718.464 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12200174057
14.31.718.495 I slot launch_slot_: id  3 | task 36471 | processing task, is_child = 0
14.32.021.966 I slot print_timing: id  3 | task 36471 | prompt eval time =     251.08 ms /    61 tokens (    4.12 ms per token,   242.95 tokens per second)
14.32.021.974 I slot print_timing: id  3 | task 36471 |        eval time =      20.16 ms /     2 tokens (   10.08 ms per token,    99.23 tokens per second)
14.32.021.975 I slot print_timing: id  3 | task 36471 |       total time =     271.24 ms /    63 tokens
14.32.021.975 I slot print_timing: id  3 | task 36471 |    graphs reused =      35656
14.32.021.991 I slot      release: id  3 | task 36471 | stop processing: n_tokens = 62, truncated = 0
14.32.023.142 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12200513321
14.32.023.163 I slot launch_slot_: id  2 | task 36475 | processing task, is_child = 0
14.32.023.189 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.215 MiB)
14.32.365.359 I slot print_timing: id  2 | task 36475 | prompt eval time =     302.83 ms /    85 tokens (    3.56 ms per token,   280.68 tokens per second)
14.32.365.379 I slot print_timing: id  2 | task 36475 |        eval time =      30.41 ms /     2 tokens (   15.20 ms per token,    65.77 tokens per second)
14.32.365.380 I slot print_timing: id  2 | task 36475 |       total time =     333.24 ms /    87 tokens
14.32.365.382 I slot print_timing: id  2 | task 36475 |    graphs reused =      35656
14.32.365.476 I slot      release: id  2 | task 36475 | stop processing: n_tokens = 86, truncated = 0
14.32.367.392 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 12200855083
14.32.367.447 I slot launch_slot_: id  1 | task 36479 | processing task, is_child = 0
14.32.723.292 I slot print_timing: id  1 | task 36479 | prompt eval time =     282.55 ms /    81 tokens (    3.49 ms per token,   286.68 tokens per second)
14.32.723.318 I slot print_timing: id  1 | task 36479 |        eval time =      32.97 ms /     2 tokens (   16.48 ms per token,    60.66 tokens per second)
14.32.723.320 I slot print_timing: id  1 | task 36479 |       total time =     315.52 ms /    83 tokens
14.32.723.321 I slot print_timing: id  1 | task 36479 |    graphs reused =      35656
14.32.723.681 I slot      release: id  1 | task 36479 | stop processing: n_tokens = 82, truncated = 0
14.32.727.440 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 12201227596
14.32.727.517 I slot launch_slot_: id  0 | task 36483 | processing task, is_child = 0
14.32.727.584 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 264.684 MiB)
14.33.008.465 I slot print_timing: id  0 | task 36483 | prompt eval time =     243.05 ms /    57 tokens (    4.26 ms per token,   234.52 tokens per second)
14.33.008.471 I slot print_timing: id  0 | task 36483 |        eval time =      23.12 ms /     2 tokens (   11.56 ms per token,    86.49 tokens per second)
14.33.008.472 I slot print_timing: id  0 | task 36483 |       total time =     266.18 ms /    59 tokens
14.33.008.473 I slot print_timing: id  0 | task 36483 |    graphs reused =      35656
14.33.008.491 I slot      release: id  0 | task 36483 | stop processing: n_tokens = 58, truncated = 0
14.33.010.078 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 12201532790
14.33.010.128 I slot launch_slot_: id  3 | task 36487 | processing task, is_child = 0
14.33.447.240 I slot print_timing: id  3 | task 36487 | prompt eval time =     292.36 ms /    85 tokens (    3.44 ms per token,   290.74 tokens per second)
14.33.447.257 I slot print_timing: id  3 | task 36487 |        eval time =      19.98 ms /     2 tokens (    9.99 ms per token,   100.09 tokens per second)
14.33.447.261 I slot print_timing: id  3 | task 36487 |       total time =     312.34 ms /    87 tokens
14.33.447.262 I slot print_timing: id  3 | task 36487 |    graphs reused =      35656
14.33.447.280 I slot      release: id  3 | task 36487 | stop processing: n_tokens = 86, truncated = 0
14.33.448.663 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 12201876275
14.33.449.157 I slot launch_slot_: id  2 | task 36491 | processing task, is_child = 0
14.34.000.770 I slot print_timing: id  2 | task 36491 | prompt eval time =     326.88 ms /   101 tokens (    3.24 ms per token,   308.98 tokens per second)
14.34.000.778 I slot print_timing: id  2 | task 36491 |        eval time =      22.21 ms /     2 tokens (   11.10 ms per token,    90.06 tokens per second)
14.34.000.780 I slot print_timing: id  2 | task 36491 |       total time =     349.08 ms /   103 tokens
14.34.000.781 I slot print_timing: id  2 | task 36491 |    graphs reused =      35656
14.34.000.800 I slot      release: id  2 | task 36491 | stop processing: n_tokens = 102, truncated = 0
14.34.012.079 I srv    operator(): operator(): cleaning up before exit...
